day,time,code,codeLong,total,man0_9,man10_14,man15_19,man20_24,man25_29,man30_34,man35_39,man40_44,man45_49,man50_54,man55_59,man60_64,man65_69,man70,woman0_9,woman10_14,woman15_19,woman20_24,woman25_29,woman30_34,woman35_39,woman40_44,woman45_49,woman50_54,woman55_59,woman60_64,woman65_69,woman70
20200501,5,11590,11590670,18576.8193,544.6976,351.486,491.3419,516.1281,638.0688,697.1369,642.2107,686.2536,911.1914,693.585,699.4784,562.9835,503.8875,820.4847,654.2879,455.0078,569.3925,678.7077,771.0501,671.3087,634.8953,818.9322,842.9286,704.3759,790.9381,753.0268,456.1878,1016.8461
20200501,5,11590,11590680,22842.8442,700.2405,373.1214,475.7342,624.1897,1054.4313,1007.9862,949.7237,867.1412,997.415,674.9518,734.9873,612.8605,461.6906,1089.1345,821.8241,404.997,536.014,999.8296,1279.1225,874.0047,942.5671,853.7706,1072.2425,756.2814,832.6514,759.6882,566.5114,1519.734
20200501,5,11620,11620525,21799.4284,627.3387,278.091,408.2261,702.5734,1277.0666,1131.1772,1126.8215,823.9207,793.7799,597.4884,684.4845,576.9387,462.8257,1023.5962,497.2057,218.2556,429.8107,1003.2555,1254.6205,901.5342,980.6537,771.3882,759.1088,683.5216,864.3689,723.7649,625.7056,1571.9059
20200501,5,11620,11620545,12092.0318,526.8163,207.0298,303.1753,355.152,402.728,405.3191,521.1952,534.5915,483.2399,406.4554,378.8464,364.4539,266.5639,541.4422,561.4356,213.0058,278.9485,359.8913,333.3842,438.0582,561.0375,510.3326,512.4592,405.432,441.4669,445.6355,327.278,1006.6587
20200501,5,11620,11620565,30512.1355,1253.1599,735.2584,1092.3194,888.6163,996.7658,974.1627,1173.6812,1232.5799,1381.1651,1111.4839,932.348,729.0358,585.6521,1358.3655,1069.9804,632.0398,899.1643,1053.0372,1053.8618,979.5412,1188.9233,1291.9166,1408.8041,1128.0858,1087.5836,1005.1729,854.8723,2414.5579
20200501,5,11620,11620575,28234.6175,663.0616,286.4355,471.2442,1006.1784,2188.8027,1954.4525,1323.8909,964.2427,905.882,716.1871,716.5023,624.2291,526.6687,1151.7204,767.583,322.5789,470.5581,1567.4877,2126.1718,1528.0673,1176.0485,997.4163,810.1726,781.8527,935.4857,797.7484,734.4011,1719.5482
20200501,5,11620,11620585,22365.0637,333.2569,151.5446,781.0473,1480.5315,2266.9112,1489.6972,1039.2095,789.3681,665.449,502.9908,467.3415,385.5111,246.6741,627.5222,501.5149,243.3192,642.8632,1888.4013,1845.8692,1298.1479,796.014,600.2702,554.6274,498.3022,517.7583,423.4404,351.537,975.9422
20200501,5,11620,11620595,38438.2835,582.322,306.0307,851.3615,2206.833,3536.2367,2393.3834,1562.6924,1310.0481,1285.9843,932.8085,991.3292,828.4986,657.8881,1444.4206,579.5956,338.2566,793.0647,3120.7724,3394.5424,1841.194,1256.0429,920.3579,1176.3837,1141.4147,1039.9007,1002.3216,905.7394,2038.8621
20200501,5,11620,11620605,28026.7688,851.4519,387.5306,608.1196,769.556,1369.1467,1387.5746,1200.4633,1215.3771,1186.8992,847.782,829.7355,760.2258,520.8079,1181.3895,883.1943,450.1429,588.1969,1150.188,1308.3638,1237.5722,1239.7385,1130.376,991.2976,964.8576,1095.5847,1004.6402,875.9736,1990.5855
20200501,5,11620,11620615,16089.7247,270.894,150.1025,307.2186,571.3257,1149.4733,1068.0631,735.2321,494.9689,473.6064,422.1772,453.631,334.1862,298.1425,619.2193,301.6766,173.3774,338.9378,1149.6108,1384.2944,847.4081,580.3216,469.3523,453.4746,444.8345,532.7742,452.7653,405.8516,1206.8046
20200501,5,11620,11620625,24889.9105,748.0873,377.9899,485.9216,855.3135,1595.295,1387.8663,1187.116,914.9734,858.789,631.5575,704.9383,538.4259,401.0004,953.3299,695.7274,338.923,543.7996,1200.1579,1532.2049,1411.4643,1124.2549,828.8096,941.163,795.6096,778.3994,790.3199,702.7386,1565.736
20200501,5,11620,11620630,25188.9917,843.4129,251.4371,515.5183,1508.2931,1340.463,1249.7968,1044.8432,898.548,824.4443,731.3577,745.2188,680.3318,612.4111,1236.6545,866.4826,272.8058,468.9369,1084.2088,1255.1145,1173.5345,1000.6984,725.2162,862.481,906.0637,980.6946,937.4847,664.9176,1507.6212
20200501,5,11620,11620645,23935.3466,510.9738,204.5933,413.7743,1278.2586,2182.5313,1533.9921,1229.9573,805.2067,876.156,541.1769,599.5105,565.2278,406.0752,862.1785,457.8307,169.3769,396.1913,1531.5564,1801.0492,1135.345,873.2891,725.3233,580.7513,664.9417,886.5377,716.6619,636.2723,1350.6079
20200501,5,11620,11620655,19075.3781,327.8918,185.779,326.7885,776.6591,1571.3954,1141.0295,802.7718,578.6772,754.707,520.2936,587.3171,433.1311,304.3975,775.9031,360.0591,176.1497,323.3287,1065.3587,1340.1906,899.643,793.4491,521.8424,659.4171,586.8654,697.3133,657.2947,600.7568,1306.9681
20200501,5,11620,11620665,22267.9983,404.1165,187.5052,414.0471,1243.0341,2216.0253,1583.8348,1276.5636,970.3942,907.7885,707.7607,562.8212,471.3351,392.4493,838.4831,297.9596,136.0134,373.4252,1367.3229,1344.8236,968.0772,763.5074,591.2362,681.705,583.7429,672.9709,685.4181,489.2274,1136.4092
20200501,5,11620,11620685,23347.0347,300.6726,165.8353,445.6745,1014.9246,1740.4254,1332.3611,1100.7159,691.7855,805.6855,693.4655,744.9175,559.2516,475.0351,1038.9155,450.5246,242.9789,383.6024,1516.5865,1586.4764,1152.6107,923.5685,705.065,803.0616,731.4041,830.404,716.6421,658.1507,1536.293
20200501,5,11620,11620695,26529.1904,411.2981,136.1232,336.6189,1667.3975,3207.6461,2131.6405,1435.6804,1002.3699,884.6029,658.1312,571.5311,472.142,329.9165,796.2609,262.3624,95.5897,441.5121,2305.0477,2263.2507,1491.312,1020.6551,621.3268,641.5084,510.8966,651.0578,597.2853,452.5728,1133.4542
20200501,5,11620,11620715,13176.2479,453.7815,222.7553,293.7639,297.9143,338.295,323.2956,530.6425,627.8646,699.9142,456.8138,553.7257,409.8941,304.4117,742.6284,523.8096,247.4851,340.2957,340.5014,322.9548,420.0415,597.4414,632.5785,622.6902,496.4245,555.4383,552.8087,377.4457,890.6321
20200501,5,11620,11620725,22667.2693,342.2204,184.3295,349.1368,699.4346,1577.9134,1407.2673,1213.3444,836.6656,945.3964,802.4128,862.5888,582.7832,545.9204,949.2711,427.4491,216.0326,290.2782,1120.3981,1607.4117,1053.8989,882.7399,809.9313,735.4697,766.0405,884.3923,814.9028,528.9547,1230.6837
20200501,5,11620,11620735,29827.7268,360.0558,182.3456,782.488,2094.8528,3483.6977,2286.8178,1610.3762,1309.1588,1341.3529,930.7776,940.6677,716.677,508.6313,1040.2498,493.1068,203.4065,546.8007,2057.5375,1883.2022,1186.816,835.598,612.438,651.6249,558.3515,773.1911,645.0111,568.0733,1224.4234
20200501,5,11620,11620745,26256.6827,528.5818,337.2649,675.7144,900.6894,1345.9407,1096.9325,1094.9478,881.4957,1416.9136,1002.3676,990.5899,886.0875,676.2426,1553.5168,382.5399,257.3115,517.0354,1074.538,1040.1239,765.506,821.2485,752.0078,1103.8093,889.7151,1069.8,1012.1134,864.4586,2319.1911
20200501,5,11620,11620765,25937.2797,922.5583,490.1098,604.4534,738.3286,1032.5744,1053.1139,1142.8834,953.2206,1192.6697,814.5034,956.5098,812.2117,548.6971,1169.6788,695.3354,366.1684,582.3479,1011.2155,1191.6795,977.7645,954.7631,948.2992,1074.6047,1057.0769,1150.6952,948.5013,761.1495,1786.1659
20200501,5,11620,11620775,20686.8623,613.1806,362.3339,509.9713,587.0791,798.9104,672.4313,874.2204,773.5615,895.6971,756.7867,894.7016,586.0811,480.1543,1082.1247,547.3149,275.1626,386.7227,733.1195,744.3912,750.336,650.5063,696.469,855.3459,831.2738,1073.8957,822.365,669.156,1763.5679
20200501,5,11650,11650510,24695.6218,993.0183,557.5403,746.6457,640.9117,800.6398,934.2927,1133.0156,1065.4032,1330.1184,915.1514,760.9509,622.7284,537.3739,1115.9281,1080.4826,537.7969,613.8179,794.6626,792.8977,1012.4695,1136.1962,1033.8643,1069.9721,804.0685,787.9745,691.356,696.8788,1489.4653
20200501,5,11650,11650520,23295.4526,482.6103,290.8046,508.0442,657.4233,1179.5931,1242.239,1300.9203,1011.7746,1196.0497,776.6639,823.9134,547.1651,405.1551,751.3731,605.1793,303.0045,572.1541,1080.4274,1333.0947,1233.5085,1294.1842,1021.2921,1078.1653,783.6816,704.9455,574.6413,499.1379,1038.3069
20200501,5,11650,11650530,40365.592,1059.7224,671.8583,1438.0533,1235.0878,1642.5543,1653.9802,1629.3867,1575.7808,1960.4656,1515.5186,1455.1446,1141.5025,830.2691,2102.7739,880.6146,491.5515,1000.7399,1499.1671,1777.7243,1662.4687,1626.9639,1555.9277,1821.2708,1581.7257,1585.4697,1383.3666,938.891,2647.6131
20200501,5,11650,11650531,33632.6825,1363.0191,987.1298,1206.5297,1109.8227,1184.0569,998.3872,1314.9964,1682.0849,1797.4031,1302.4239,1018.3329,775.8649,653.9677,1295.4926,1303.3559,885.4623,1089.9629,1314.8084,1009.3406,1046.9475,1545.6663,1694.4815,1628.4908,1085.6984,950.4664,984.68,754.2217,1649.5886
20200501,5,11650,11650540,35827.7376,1052.0432,701.8111,1050.8005,988.69,1197.1141,1150.6013,1634.4861,1581.0329,1965.8233,1563.5861,1103.0307,811.3396,639.3977,1243.2164,1251.5681,873.311,1219.2787,1358.7123,1339.0078,1344.8808,1644.1034,1828.8025,1819.0323,1307.9924,1181.8181,1049.7419,802.8115,2123.7039
20200501,5,11650,11650550,11010.6209,241.7774,326.2897,502.835,287.9773,218.3303,162.6742,219.6373,286.4845,649.3033,539.5468,430.6154,284.569,235.3042,529.2398,317.8057,443.429,530.5532,375.2748,233.3027,201.0711,281.8124,478.2786,725.8208,554.4059,438.2096,319.1241,314.4814,882.466
20200501,5,11650,11650560,34979.6913,1401.2593,773.7573,921.4628,1124.9139,1383.1545,1492.8161,1901.5502,1874.1095,1919.7869,1252.6489,938.3652,821.8755,568.502,1034.3985,1136.1353,653.3421,935.5518,1332.251,1569.089,1569.1721,1907.2326,1743.5942,1454.188,1100.5116,954.6512,794.8655,714.5564,1705.9501
20200501,5,11650,11650570,15211.6423,836.5928,564.8992,581.6915,282.5852,274.661,248.607,482.1001,778.6495,971.0124,720.6117,421.407,296.4439,241.7632,632.918,687.5456,510.734,583.6215,401.6933,325.1677,318.8056,722.2191,774.4672,943.1806,497.5234,457.5948,383.4516,369.6221,902.0722
20200501,5,11650,11650580,16197.478,530.8361,391.7806,525.5271,471.3616,344.5703,400.5817,492.9509,650.0446,892.7127,805.126,587.3861,484.3528,342.6515,706.7634,759.9189,507.4584,552.4172,479.0921,329.5723,444.5874,785.173,810.9362,986.261,629.5101,519.8097,545.6836,346.6382,873.7743
20200501,5,11650,11650581,26765.6841,1047.6018,596.8152,712.798,554.5476,705.8456,698.8068,1035.4269,1082.5968,1408.4136,980.972,905.9933,780.5885,568.7912,1215.515,1013.6335,584.7455,894.2046,761.6004,827.3061,859.2859,1174.2137,1335.2355,1461.2947,995.2442,969.5353,966.3309,768.1731,1860.1685
20200501,5,11650,11650590,22352.064,633.6828,520.2225,823.0878,601.8365,494.5198,483.1774,814.3479,861.8542,1181.9229,832.7365,841.4247,513.0682,523.5779,1195.9187,758.7759,609.762,923.9792,705.2568,657.684,673.3283,816.2968,995.3412,1192.6165,910.6454,822.74,764.9601,520.732,1678.5681
20200501,5,11650,11650600,17014.3913,603.2547,252.9772,577.2846,494.8103,595.5074,594.9887,706.9301,616.0111,694.8782,520.6751,608.8469,461.646,443.3547,861.6011,558.0024,244.5675,510.0118,548.7519,637.0091,812.128,738.2209,707.6747,696.9063,601.3807,613.1709,646.3456,502.1823,1165.2713
20200501,5,11650,11650610,19969.3324,653.0828,343.5322,512.8184,675.7877,802.6074,642.5019,786.2819,682.8634,800.4648,572.0785,686.8586,640.3389,468.8036,1029.6096,656.8036,367.8109,499.0669,646.0695,800.3677,748.273,760.5746,665.2927,821.9255,769.2807,914.9568,800.7209,643.8256,1576.7341
20200501,5,11650,11650620,22563.6751,470.7991,287.2126,787.9364,657.0909,689.1479,698.4463,787.7634,786.3527,975.4858,895.6453,887.5814,783.8421,542.6112,1148.3474,793.9773,442.4926,805.545,710.2752,672.61,763.6683,918.5846,858.5551,975.9009,810.4342,1081.9983,988.9743,762.1394,1580.2577
20200501,5,11650,11650621,24400.6728,671.764,441.933,868.0752,621.0255,676.2967,749.6973,836.4426,946.6266,1104.8935,956.3943,747.5698,638.2893,419.6694,1187.8169,807.5748,562.6878,828.1723,795.0506,950.6972,906.4746,1082.1124,1136.832,1182.7603,930.3333,993.2427,891.3561,643.3976,1823.4872
20200501,5,11650,11650651,42391.5749,2180.3833,774.7377,1041.0167,932.119,1470.1413,1432.1845,1855.3762,1839.9564,1895.174,1290.3045,1452.8405,1179.0627,946.8499,1684.5918,2330.9995,913.4082,1006.1205,1064.8543,1381.0346,1485.7592,1810.7653,1875.2945,1721.1561,1410.9307,1617.2963,1631.1154,1343.2461,2824.8567
20200501,5,11650,11650652,27808.3803,900.9845,377.2875,648.2611,638.1547,1159.1202,1310.9201,1496.4049,1291.2703,1418.9654,1007.0548,1027.9244,824.5381,609.6799,963.0178,1041.8038,454.3551,597.6967,753.3008,1063.013,1341.5636,1539.1711,1120.5679,1190.2065,964.0289,1093.1662,929.7917,664.5948,1381.5364
20200501,5,11650,11650660,22975.3334,1513.0522,331.1981,462.3394,947.3329,685.6747,640.7329,939.6764,1125.5905,993.5168,880.9867,843.5802,666.9282,533.1523,1026.8363,1316.803,304.428,402.9553,434.0606,615.0966,723.3835,1174.6592,958.5101,771.2073,773.0051,817.4157,880.1712,659.7344,1553.3056
20200501,5,11680,11680510,23495.5404,593.1663,431.4818,621.1878,635.9026,822.8769,950.8964,1027.2902,1019.8169,1279.3131,880.6585,753.0436,635.2081,426.3671,1139.1502,652.5258,455.0643,676.2487,825.2747,1062.467,940.4576,1123.2002,1101.3405,936.6933,774.9941,700.5479,706.5411,583.8074,1740.0168
20200501,5,11680,11680521,34765.4565,407.9106,166.2493,631.4881,1321.9079,2272.9852,2216.1592,2170.6653,1587.8741,1446.5383,929.7928,913.2388,655.8066,482.0943,1130.308,538.6143,245.0352,717.2203,1953.2474,2536.1466,2340.5956,2197.5882,1512.5894,1163.532,932.9854,862.4062,960.6461,823.0113,1648.8189
20200501,5,11680,11680531,28965.518,941.72,351.0265,600.5464,805.6898,1304.5004,1604.3513,1756.4138,1596.142,1296.6793,950.265,837.6183,567.4558,430.5473,1227.5924,614.0999,255.6553,555.2063,1167.8779,1693.7003,1638.5068,1709.306,1295.3918,1077.8569,839.0662,782.5595,754.948,694.8593,1615.9341
20200501,5,11680,11680545,32229.7671,1155.8732,650.9351,881.5915,734.5716,803.1937,904.355,1243.2281,1454.2523,1643.249,1321.6569,1104.2644,891.2303,633.5017,1715.3975,1183.2505,648.8184,1005.984,977.4661,968.0283,1035.8104,1406.3102,1518.01,1550.9527,1182.2814,1027.898,968.3802,916.0104,2703.2649
20200501,5,11680,11680565,34076.9013,1076.1504,513.9575,942.1558,1081.6124,1244.4786,1273.477,1698.2642,1562.367,1486.8065,1237.1672,1009.7852,932.5586,758.3296,1343.8061,961.2675,460.1544,786.1309,1671.3205,1483.9793,1443.1904,1810.0114,1579.9057,1448.4529,1185.3871,1206.2566,1126.3516,804.0665,1949.5105
20200501,5,11680,11680580,18810.1403,517.5416,304.5455,592.8418,586.4731,713.8888,818.3238,922.168,909.5457,1034.7713,686.8584,611.4862,612.7404,431.8412,731.3944,706.663,344.9846,421.0265,528.7546,767.7304,786.7462,834.087,708.587,811.8847,652.8409,690.7887,619.536,453.5197,1008.5714
20200501,5,11680,11680590,33995.1128,1209.4576,807.4735,1207.7672,905.6288,1375.7104,1348.6711,1535.6187,1816.5939,1811.7542,1210.0993,848.0035,654.4104,509.7904,1089.616,1110.6917,683.3007,918.7409,1095.155,1450.3301,1581.2713,1825.5528,1875.1507,1715.7118,1073.4653,957.5213,797.9539,696.4459,1883.2232
20200501,5,11680,11680600,26572.1252,1134.8701,1579.0816,1818.7392,570.0793,343.9932,232.9475,440.8431,1176.1589,1998.5098,1368.5294,716.7104,511.7418,448.5806,866.3876,1096.2363,1420.5472,1608.4529,606.7228,391.0705,388.0597,833.586,1592.8334,1881.9238,959.9131,610.304,532.2537,427.761,1015.2879
20200501,5,11680,11680610,38670.6031,1127.214,1622.5905,2826.4609,1224.1537,1075.6991,878.9107,1035.9785,1362.2087,2154.9988,1619.6155,1355.0879,1049.5034,857.7079,1493.0124,994.1435,1105.3899,1997.8342,1207.9778,1071.4781,854.7366,920.1659,1781.2397,2476.0212,1451.9777,1231.9493,1138.0165,791.016,1965.5164
20200501,5,11680,11680630,24838.9842,606.2781,664.91,1574.0101,759.042,919.0088,914.1949,970.0128,991.6241,1316.3455,1053.1043,718.4125,409.3452,289.9879,693.7026,560.2518,531.1653,1544.0981,1085.4399,1042.1816,944.1413,1056.9641,1214.4872,1414.2196,853.738,738.3974,520.4938,377.8608,1075.5674
20200501,5,11680,11680640,60735.0018,667.3881,290.636,1226.3235,2484.5412,4454.9261,4381.123,4409.2625,2961.2184,2722.9015,1969.8123,1452.0812,1166.7699,768.9622,1608.5419,764.5144,342.2867,1063.281,3488.14,4677.9432,4207.4348,3605.2508,2405.8203,1951.1209,1451.1988,1664.0449,1298.8694,1015.2322,2235.3757
20200501,5,11680,11680650,43032.4873,1761.5135,1199.9984,1497.6674,1158.5566,1460.6497,1571.8805,1880.9098,1974.6549,2600.2687,1759.9259,1050.0063,707.8626,522.8842,1261.3359,1602.4644,1255.4756,2093.1106,1752.5797,1668.0727,1818.1063,1913.568,2148.2546,2462.7118,1311.4556,1007.1915,960.8483,744.1435,1886.3899
20200501,5,11680,11680655,25037.0156,1028.1183,524.4862,804.1986,585.7498,751.3344,669.0743,832.9592,983.4086,1230.848,949.8325,791.2393,725.8752,673.8994,1030.5451,1209.1172,727.6869,853.2982,747.3649,768.1768,917.8139,1068.9889,1033.8046,1261.0539,874.5945,862.7297,921.8709,672.2315,1536.7156
20200501,5,11680,11680656,29960.9419,1414.5823,921.8219,1132.0538,590.2293,588.2884,525.4235,852.8892,1219.3464,1593.0596,1285.9523,914.7921,722.8443,592.8309,1269.4302,1379.5709,1076.6036,1346.7717,889.0472,758.7037,756.7401,1251.3903,1555.4412,1721.2572,1180.2406,1072.5892,864.5534,696.1353,1788.3545
20200501,5,11680,11680660,8402.4398,277.2625,175.8389,274.2005,201.1418,184.4822,283.3015,303.4037,379.5969,391.2855,288.4652,262.6864,267.3363,260.5354,475.8116,247.5556,159.7626,288.5498,178.6073,240.0302,277.9566,339.0547,365.1486,353.2227,246.0447,391.1712,325.7246,300.6538,663.6107
20200501,5,11680,11680670,21443.321,769.1566,647.0683,870.0598,581.0566,538.7834,504.529,512.3786,735.6187,1056.5352,834.4456,834.168,657.4082,634.6731,1031.7877,678.1735,586.1936,717.1735,577.13,469.9394,529.4594,756.759,908.7544,1174.3696,830.0663,896.0847,735.3711,731.9054,1644.2733
20200501,5,11680,11680690,17727.8411,642.9553,407.7028,509.2147,418.9616,564.009,582.8459,689.8097,692.8089,747.2165,761.8119,722.0413,551.5948,422.2164,764.7024,467.3403,294.4882,638.4565,539.5009,598.1532,690.777,664.7198,754.6882,797.2893,815.9834,661.7843,758.5461,538.8231,1029.4006
20200501,5,11680,11680700,47080.1185,2980.4464,1106.27,1147.618,1243.3881,1170.9127,1254.0134,1976.4665,1965.1041,1903.5473,1426.3498,1395.9218,1129.68,1009.4576,1910.8768,3377.3812,1253.1052,1452.4964,1151.308,1307.6889,1434.3725,2112.1019,2066.5766,1978.2012,1516.2244,1569.4436,1550.9372,1294.8952,3395.3335
20200501,5,11680,11680720,23218.1682,1266.0884,900.3298,1133.4101,539.7497,544.1676,518.1216,633.3843,759.355,1093.4672,913.3723,781.9682,662.7063,497.7756,927.2013,998.9194,695.1276,765.6097,655.3405,490.5298,557.8512,889.161,1006.9515,1215.7681,1012.2053,899.4152,910.968,677.8732,1271.351
20200501,5,11680,11680730,19058.3028,585.6277,411.3335,683.9221,429.2907,649.1621,634.4229,715.8978,665.5929,684.3523,629.8912,766.9986,631.0368,562.8955,1017.1575,505.8538,277.7037,441.7099,536.2862,715.7481,554.724,824.127,672.7961,818.9172,770.7102,865.3751,901.3243,674.8719,1430.5752
20200501,5,11680,11680740,14439.2221,595.4576,381.2048,605.8159,357.4717,387.4157,455.4164,611.7848,552.6917,634.2,590.6413,547.2013,431.1338,347.177,582.8962,476.6516,264.8064,395.0666,397.4846,373.1303,488.7817,654.7419,600.655,655.1658,538.1534,594.5182,544.2177,438.3836,936.9576
20200501,5,11680,11680750,21762.3399,819.6415,260.7945,361.0036,416.0154,687.8048,862.8317,1092.251,971.7435,970.8783,762.4402,824.9219,805.5935,608.3697,1316.0151,533.1383,185.0455,343.7827,551.0126,682.345,927.2717,1007.9799,748.4548,661.5351,629.7583,892.7776,1003.7408,851.3898,1983.8047
20200501,5,11710,11710510,17741.4506,519.3102,264.726,437.172,455.2257,604.2572,676.6642,706.0734,655.9736,723.5565,670.5842,706.2069,701.2225,467.3587,807.0169,497.5632,262.998,449.5905,498.1586,611.6233,756.9985,670.824,615.3535,751.3031,687.1909,972.6006,830.6437,591.6014,1149.653
20200501,5,11710,11710520,32954.4554,1238.1909,585.544,772.1453,706.1556,1136.638,1263.6473,1321.788,1192.7461,1329.7807,985.1867,1118.7729,1016.6972,832.1208,1413.2539,1142.3465,578.3187,820.9662,1258.374,1674.5674,1513.389,1504.6415,1218.2226,1482.4582,1170.6246,1389.0503,1344.6277,928.1644,2016.0377
20200501,5,11710,11710531,11754.0548,279.8044,197.5086,393.518,351.3867,427.2374,418.2972,482.8583,422.2584,455.4823,397.8059,505.5617,411.1942,304.9327,537.8826,357.7009,227.4658,278.8079,345.8331,401.5654,352.9084,443.0654,456.8864,484.1789,455.3385,599.5656,561.5064,404.7877,798.716
20200501,5,11710,11710532,14349.7845,503.7915,321.996,441.2766,323.0759,377.9963,391.547,605.9462,590.934,569.0007,547.0697,512.6678,505.2784,329.6726,774.88,452.2076,230.8574,345.5262,398.519,391.9735,494.7378,539.8035,501.6679,619.4208,626.1354,732.432,536.7802,552.2551,1132.335
20200501,5,11710,11710540,14391.8416,617.269,351.9391,372.7251,352.1937,429.9102,391.1266,499.8057,559.255,664.1486,599.9376,502.8418,493.7939,431.8201,739.8486,571.5576,308.1057,400.281,370.8163,355.9205,446.8777,544.6892,421.024,562.4354,531.7536,626.9116,690.5236,509.3014,1045.0291
20200501,5,11710,11710550,18050.4161,487.2999,292.3797,507.3258,536.2062,668.4055,608.0094,703.9738,700.6744,715.9346,600.4641,837.236,686.6936,489.615,860.0832,473.1679,268.8455,375.0283,549.086,534.6023,592.5711,602.9525,562.4252,704.4441,770.5304,900.6087,861.713,645.3913,1514.7485
20200501,5,11710,11710561,15685.0321,585.3562,358.9715,723.3586,407.8236,446.4973,470.9175,633.4819,583.7024,696.8036,526.9545,644.5378,439.8722,374.9677,633.7949,596.2695,414.3233,525.1069,546.0908,569.3,469.8752,636.4885,582.6059,702.846,594.2507,669.322,572.8449,397.1595,881.5089
20200501,5,11710,11710562,34091.2255,768.6222,303.4042,788.9567,1110.0567,1862.0083,1725.7685,1953.2349,1339.2174,1313.576,1045.9037,1057.7746,891.9824,673.5139,1084.5367,826.9486,333.5396,726.2641,1403.5149,2026.9144,2042.5927,1681.1632,1277.1615,1393.9861,1121.9819,1294.7749,1298.0251,755.309,1990.4923
20200501,5,11710,11710566,16821.9837,582.4695,601.9613,635.2357,404.6146,506.2729,264.2422,468.3149,580.5896,717.3781,696.8623,642.5519,586.5192,445.3475,908.7917,421.4262,422.0297,550.1934,492.0205,432.2001,375.4823,617.0534,690.9675,827.6066,760.2239,693.1786,632.3883,609.0423,1257.0184
20200501,5,11710,11710570,39161.5125,1421.7339,733.7986,1181.9851,1180.916,1222.5054,1159.6311,1472.2571,1312.0975,1465.9212,1397.3181,1557.23,1443.454,1033.4316,1634.2928,1267.8522,667.1781,1147.4218,1213.8341,1323.5495,1318.8469,1545.7686,1342.8882,1815.379,1689.3414,1932.612,1739.3306,1302.853,2638.0847
20200501,5,11710,11710580,27880.8183,828.0124,338.8661,723.842,700.1652,1287.4897,1509.3894,1342.1538,1017.5441,952.4469,714.2909,900.831,693.4958,580.1126,1015.188,1015.4887,423.5157,611.7342,1179.48,1546.3253,1531.6649,1450.1399,1115.3764,1037.4174,1002.9151,1115.2358,979.9066,703.0611,1564.731
20200501,5,11710,11710590,21094.7136,660.1411,360.9242,746.579,625.5117,636.1196,620.1661,839.2727,781.5115,785.1778,647.7961,843.7871,687.9717,526.5495,800.9886,828.513,457.6738,712.0661,737.2092,817.6172,759.9119,912.8334,831.9185,837.8125,892.6633,1049.7636,852.8376,624.3942,1217.0021
20200501,5,11710,11710600,33244.3131,884.1936,403.3032,670.0039,837.0888,1689.4856,1854.0443,2004.4608,1301.5315,1076.3525,1023.8527,1064.3612,815.351,665.231,1115.745,910.5102,471.1614,648.9445,1162.3727,1902.7069,1982.8216,1849.3628,1346.4203,1233.7924,1097.4516,1370.1926,1294.4361,1009.9965,1559.1367
20200501,5,11710,11710610,33926.3755,1331.3202,645.1697,865.5363,782.2814,1438.5279,1643.9492,1744.7435,1442.5781,1297.728,1035.882,1039.4965,832.7284,553.1617,1040.7893,1100.739,509.0406,734.3673,1081.0956,1717.5841,1760.1858,1934.3788,1380.94,1439.9152,1197.2444,1408.3998,1056.9496,869.1102,2042.5324
20200501,5,11710,11710620,33684.6986,1224.1779,617.7631,850.2197,923.3832,1203.8324,1429.3741,1740.5514,1379.8788,1346.8168,1290.2178,1544.7176,1260.5572,775.9649,1057.8632,1116.6848,546.2056,827.2831,1086.8956,1242.777,1328.8723,1470.0928,1171.0518,1504.1522,1398.6022,1634.74,1312.91,746.3452,1652.7685
20200501,5,11710,11710631,27968.1782,895.2652,447.6326,585.3363,618.7494,736.339,1332.1413,1608.3326,1341.0662,1433.3163,1134.086,1376.5548,1077.2333,754.7891,1048.2556,887.2002,537.6971,571.1779,687.6024,925.9987,1285.2441,1379.7601,1032.5337,1064.2702,1047.6226,1211.0509,1028.4339,654.4997,1265.989
20200501,5,11710,11710632,30167.2164,1001.994,665.6527,1232.0618,782.1727,970.5108,1073.3595,1096.9871,914.7603,1166.7154,952.0074,1109.3109,946.3687,774.9657,1328.4926,1077.5741,691.2888,1025.0428,866.0759,1039.6614,1113.9373,1173.5612,1108.0807,1500.4143,1246.6107,1442.8907,1214.0803,823.9541,1828.6836
20200501,5,11710,11710641,23187.467,752.0513,390.5254,579.1615,588.3207,931.7008,1052.3681,1108.2632,792.3476,842.4987,822.1257,873.1241,683.4408,583.2112,916.3209,672.0972,336.5115,637.3381,891.5724,978.9471,971.4212,1040.3789,872.1886,970.1281,881.8155,1094.6498,959.1364,658.7678,1307.0534
20200501,5,11710,11710642,33501.0081,565.2651,248.0246,537.7426,1047.3477,1515.8681,1968.0407,2225.6717,1807.1024,1733.6387,1483.9283,1426.6738,1045.0299,746.0236,1106.8762,638.6385,274.5346,574.4813,965.4182,1928.144,1942.9139,1896.6879,1288.068,1101.991,952.5827,1259.3354,986.5758,737.0488,1497.3543
20200501,5,11710,11710646,34150.9695,1487.7657,775.4187,1122.6301,918.6938,1139.7452,1192.5055,1582.8371,1393.3383,1337.5305,1023.8838,1217.6093,1054.5816,763.9922,1170.1135,1469.1656,738.8389,1070.9948,1038.6697,1236.0767,1417.6418,1543.6653,1302.7249,1306.2907,1372.6445,1477.0071,1285.9738,1019.6384,1690.9913
